College Name,Contact no,Email,Website,Address
"Yenepoya Nursing College Contact Number, Address & Location Map, Mangalore",+91 824 2204668,principalync@yenepoya.edu.in,http://www.yenepoya.edu.in/nursing.html,"Yenepoya University University Road, Deralakatte, Mangalore 575018."
"Yuvraj Pratap Singh Memorial Homeopathic Medical College Contact Number, Address & Location Map, Alwar",0144-2730013,http://www.ypsmhomoeocollege.com,"Yuvraj Pratap Singh Memorial Homoeopathic Medical College & Hospital,Shivaji Park, Alwar (Rajasthan)"
"Z. V. M. Unani Medical College & Hospital Contact Number, Address & Location Map, Pune",+91 (20) 264551,zvmumch@hotmail.com,http://www.zvmunanimchpune.org/,"Azam Campus, Off Shankarshet Road,Camp, Pune 411001, Maharashtra, India."
"Sri Venkateswara Medical College Contact Number, Address & Location Map, Puducherry",0413-2260601,svmc@svmcpondy.com,http://www.svmcpondy.com/college/,"13-A, Pondy-Villupuram Main Road,Ariyur, Pondicherry."
"WCAS Solapur Contact Number, Address & Location Map, Solapur",(0217) 2651863,principalwcas@yahoo.co.in,http://wcassolapur.org,"Walchand Hirachand Marg, Ashok Chowk, Solapur"
"WIRAS Kannur Contact Number, Address & Location Map, Kannur",0497-2800614,info@wiraskannur.com,http://www.wiraskannur.com,"PO Vilayancode, Kannur Dt., Kerala, India - 670501"
"VHMC Virar Contact Number, Address & Location Map, Virar",0250-2529461,sugunapolytechniccollege@gmail.com,http://www.vhmcvirar.com,"Virar East, Virar, Maharashtra 401305, India"
"Vikas College of Pharmaceutical Sciences Contact Number, Address & Location Map, Nalgonda",08684-221722,info@vikasbpharmacy.com,http://www.vikasbpharmacy.com/,"Rayanigudem - 508 376.Suryapet, Nalgonda District.Andhra Pradesh. INDIA"
"Tara Vivek College Contact Number, Address & Location Map, Sangrur",01675-281040,taravivekcollege@yahoo.in,http://www.taravivekcollege.com/About.html,"Tara Vivek College ,Gurmukh Nagar,Gajjan Majra,Malerkotla-148023(Dist. Sangrur)(Punjab)"
"Vijaygarh Jyotish Ray College Contact Number, Address & Location Map, Kolkata",033-24124082,vjrcollege@rediffmail.com,http://www.vijaygarhjrcollege.com/,"8/2, Bejoygarh, Jadavpur Kolkata – 700 032  West Bengal,India."
"Tamralipta Mahavidyalaya Contact Number, Address & Location Map, Tamluk",03228   266054,http://tamraliptamahavidyalaya.org/main,"Tamluk, Purba Medinipur,PIN: 721636"
"Swami Pranvanand Homeopathic Medical College & Hospital Contact Number, Address & Location Map, Chhatarpur",07682- 248352,sphmedicalcollege@gmail.com,http://sphmedicalcollege.com/,"POLICE LINE ROAD, CHHATARPUR (M.P.)"
"Vidyasagar Evening College Contact Number, Address & Location Map, Kolkata",+91 03322419508,info@vec.ac.in,http://www.vec.ac.in,"39, Sankar Ghosh Lane, Near Thanthania Kali Bari, Kolkata - 700 006. West Bengal, India."
"S. Nijalingappa Medical College & HSK Hospital & Research Centre Contact Number, Address & Location Map, Bagalkot",08354-235360,asmallapur@yahoo.co.in,http://www.snmcbgk.in,Navanagar Bagalkot- 587 102 Karnataka India
"GVP Institute of Health Care & Medical Technology Contact Number, Address & Location Map, Visakhapatnam",0891-2793741,gvphospital@yahoo.com,http://gvpmc.in,"GVP Institute of Health Care & Medical Technology Opp. Leela Krishna Toyota Showroom, Marikavalasa Village,Madhurawada, Visakhapatnam - 530048"
"Iswar Chandra Vidyasagar College Contact Number, Address & Location Map, Agartala",03823 222262,beloniacollege@gmail.com,http://www.beloniacollege.nic.in,"Belonia, Tripura 799155"
"St.Bede's College Contact Number, Address & Location Map, Shimla",+91 177 2842304,"bedesoffice@gmail.com,bedescollege@gmail.com",http://www.stbedescollege.in/Bedes2/Home.php,"St. Bede's College  Navbahar, Shimla-171002, Himachal Pradesh, India."
"St. Alphonsa College of Hotel Management Contact Number, Address & Location Map, Calicut",0495 2462660,director@alphonsacollege.com,http://alphonsacollege.com/,"Puthiyanirath,ElathurrnCalicutrn673303"
"St. Joseph College Of Arts And Science Contact Number, Address & Location Map, Cuddalore",04142 - 286311,josecol27998@gmail.com,http://sjctnc.edu.in,"Cuddalore - 1, TamilNadu."
"SSTs Ayurved Medical College Contact Number, Address & Location Map, Ahmednagar",(02425) 225298,sstayurved@gmail.com,http://www.sstayurvedmedicalcollege.com/,"Nasik-Pune Road, Opp. Prasad Cafe, Sangamner, Dist–Ahmednagar, Maharashtra,India. Pin–422 605 ."
"St Xaviers College of Arts Science & Commerce Contact Number, Address & Location Map, Mapusa",0832-2262356,xavierscollege@bsnl.in,http://www.xavierscollege-goa.com,"P.O. Box No. 32, Mapusa, Bardez Goa, 403 507"
"Adarsh Bhartiya College (ABC), Pathankot Contact Number, Address & Location Map, Pathankot",0186-2220914,abcollege@hotmail.com,http://abcollege.org.in/home.php,"(Affiliated to GNDU),Dalhousie Road, By-Pass,Pathankot-145001,  Punjab,   India"
"SAMC bangalore Contact Number, Address & Location Map, Bengaluru",080 27803334,athreya_ayurdhama3@yahoo.co.in,http://www.sushrutha.co.in/about.html,"SUSHRUTHA AYURVEDIC MEDICAL,COLLEGE & HOSPITAL""PRASHANTI KUTEERA"",JODI BINGIPURA,JIGANI HOBLI,ANEKAL TALUK, BANGALORE- 562106."
"Surabi School of Nursing (SSN), Dindigul Contact Number, Address & Location Map, Dindigul",0451   2433231,surabinursingcollege@yahoo.in,http://www.surabinursingcollege.org/home.html,"SURABI SCHOOL OF NURSING,Pappanampatty (p.o),Periyamallanampatty (via),Dindigul – 624622"
"Swami Swatantranand Memorial College Contact Number, Address & Location Map, Gurdaspur",0187-5220015,info@ssmdnn.com,http://www.ssmdnn.com/index.html,"SSM College, Dinanagar, Gurdaspur, Punjab-143531, India"
"SVHMC Bhavnagar Contact Number, Address & Location Map, Bhavnagar",0278 247 0055,director@svhmc.org,http://svhmc.org/,Swami Vivekanand Homoeopathic Medical College & HospitalR S No 61Vaya Vartej BvSidsar RoadSidsar RoadBhavnagarGujarat 364060
"SAMCH Indore Contact Number, Address & Location Map, Indore",samch.indore@yahoo.com,http://www.shubhdeep.com/,"Village Datoda Near Chokhi Dhani, Khandwa Road, Tehsil-Mhow, Dist. Indore (M.P.)"
"St. Xaviers College Contact Number, Address & Location Map, Mumbai",022 22620661,webadmin@xaviers.edu,http://xaviers.edu,"5, Mahapalika Marg, Mumbai, Maharashtra 400 001"
"Sri.K. Ramachandran Naidu College of Nursing Contact Number, Address & Location Map, Tirunelveli",04636 - 260950.,http://srikrnaiducollegeofnursing.org,"K.R Naidu Nagar,Paruvakudi,Karivalamvanthanallur(via),Sankarankovil Taluk,Tirunelveli District.Tamilnadu,India - 627 753."
"Smt. Kashibai Navale College of Physiotherapy Contact Number, Address & Location Map, Pune",(020)24106184,dean@sknmcgh.org,http://www.sknmcgh.org/physiotherapy.php,"S.No. 49/1, Narhe, Off Mumbai - Pune Bypass, Pune - 411 041."
"Guru Nanak College for Girls Contact Number, Address & Location Map, Muktsar",01633-260229,principal_gnc@yahoo.com,http://gncmkt.ac.in/,"Mudki Road Bagha Purana, Punjab 142038"
"S.D.M. College of Dental Sciences & Hospital Contact Number, Address & Location Map, Dharwad",0836-2461630,sdmcdsh@gmail.com,http://www.sdmcds.org,"Sattur, Dharwad - 580 009"
"Siri Guru Har Rai Sahib College for Women Contact Number, Address & Location Map, Hoshiarpur",+91 1882 270981,info@sghrsc.com,http://www.sghrsc.com,"Siri Guru Har Rai Sahib College for Women,Chabbewal, Hoshiarpur"
"Sri Guru Teg Bahadur Khalsa College Contact Number, Address & Location Map, Anandpur Sahib",01887 - 232037,info@sgtbcollege.org,http://sgtbcollege.org.in/,Anandpur SahibRupnagarPunjab 140118
"Sri Padmawathi College Of Nursing Contact Number, Address & Location Map, Guntakal",08552 223999,info@padmavathiinstitutions.com,http://www.padmavathiinstitutions.com/msc.html,"Hanumesh Nagar, Guntakal – 515801, Andhra Pradesh, India."
"Sri Balaji College Of Nursing Contact Number, Address & Location Map, Chennai",91-44-42877081,sbcnchennai@in.com,http://www.sbcn.ac.in/,"7, Works Road, Chromepet,Chennai – 600 044,Tamil Nadu, India"
"Shri Dhanvantri Ayurvedic Medical College & Research Contact Number, Address & Location Map, Mathura",sdamcrc@yahoo.com,http://www.shridhanwantrigroup.com,"Village Semri, Chhata, N.H-2 (New Delhi Side), Mathura (U.P.) India"
"Shree B.G. Patel College of Physiotherapy Contact Number, Address & Location Map, Anand",Cop_anand@yahoo.com,http://bgpcopa.org,"Shree B. G. Patel College of Physiotherapy,Opp. General Post Office (GPO), J P Road, Anand.PIN: 388001, Gujarat, India"
"BBHMC bangalore Contact Number, Address & Location Map, Bengaluru",080-23211056,bbudhahmc_96@yahoo.in,http://www.bbhmc.in/,"Bhagawan Buddha Homoeopathic Medical College & Hospital, No.103/6, 40 Feet BDA Road, NGEF Layout, Near Vinayaka Temple, Mallathalli, Bangalore-560056, India"
"Shri Balahanuman Ayurved College Contact Number, Address & Location Map, Gandhinagar",02763 - 85428,info@balahanuman.com,http://www.balahanuman.com/college/aboutus.html,"Ta - Mansa,Dist. - Gandhinagar, Gujrat."
"Shri Anand College Of Science Contact Number, Address & Location Map, Ahmednagar",sbpawar1_prin@rediffmail.com,http://www.shrianandcollege.org,"SHRI ANAND COLLEGE OF SCIENCE, PATHARDI,ID. No. PU(AN/037,1978), TAL: PATHARDI-414 102DIST: AHMEDNAGAR, MAHARASHTRA(MS), India"
"SMMHMC Vadodara Contact Number, Address & Location Map, Vadodara",0265-2322614,smmhmcvadodara@hotmail.com,http://smmhmcvadodara.com/Default.aspx?ID=1,"Shree Mahalaxmi Mahila ,Homeopathic Medical College,Near Vihwamitri Bridge,Beside Gujarat Tractors,Munj Mahuda,Vadodara,(Gujarat)"
"Shreemati Ratnaprabhadevi Mohite Patil Women's Education College Contact Number, Address & Location Map, Solapur",02185 227427,srmphomesc@rediffmail.com,http://srmphomesc.org/,"“Ratnai Sankul”, Near Shivshankar Bazar, Sadubhau Chowk, A/P- Akluj, Tal- Malshiras, Dist – Solapur. Pin- 413101"
"UAC Dehradun Contact Number, Address & Location Map, Dehradun",135-2734362,info@uacayurveda.org,http://www.uacayurveda.org,"17, Old Mussoorie Road, Rajpur, Dehradun, Uttarakhand,(India)"
"Shree Bharateeya Sanskriti Prabodhinis Gomantak Ayurveda Mahavidyalaya & Research Centre Contact Number, Address & Location Map, Goa",0832-2306309,ayurgoa@rediffmail.com,http://gamrc.org/GAMRC/index.php,"Vazem, Shiroda 403103, Tal: Ponda, Dist: North Goa"
"Adichunchanagiri College Of Nursing (ACN), Mandya Contact Number, Address & Location Map, Mandya",08234-287868,acn_adichunchanagiri@rediffmail.com,http://www.acnain.in,"B.G.Nagara-571448, Nagamangala Taluk, Mandya District, Karnataka(INDIA)"
"Ayodhya Charitable Trust s College of Special Education (ACTCSE), Pune Contact Number, Address & Location Map, Pune",020 26855460,ayodhyatrust@gmail.com,http://www.ayodhyatrustpune.com/rci.html,"Ayodhya Charitable Trust 51/2 Vikas Nagar,Near SRPF Gate No - 2,Wanwadi, Pune 411040"
"R. D. Memorial Ayurvedic PG College & Hospital Contact Number, Address & Location Map, Bhopal",755-2696776,rdmayurvedacollege@gmail.com,http://www.rdmayurvedcollege.org,"Barkhedi Kala, Bhadbhada Road,Bhopal- 462 044"
"Dr. B.N.M. Rural Ayurvedic Medical College Contact Number, Address & Location Map, Bijapur",+91 0835 225346,bnmcollege60@yahoo.com,http://drbnmetrust.org/ayurvedic/index.php,"Dr. B.N.M. Rural Ayurved Medical College and Hospital, Bijapur, Karnataka,Smt. Sushila Devi Nagur Colony, College Road, Bijapur - 586101, Karnataka."
"B. A. Dangar Homeopathic Medical College Contact Number, Address & Location Map, Rajkot",02816543212,badhmc99@gmail.com,http://www.badhmc.org/Home/3418,"Opp. Parapipaliya Bus Stand,Jamnagar Road,Rajkot."
"Bajkul Milani Mahavidyalaya Contact Number, Address & Location Map, Howrah",03220 274-291,bajkul_college@rediffmail.com,http://www.bajkulcollege.org,"P.O Kismat Bajkul, Dist. Purba Medinipur, Bajkul, West Bengal 721655"
"Balashree Institute of Paramedical Sciences Contact Number, Address & Location Map, Jabalpur",info@balashreeparamedical.org,http://balashreeparamedical.org/,"Kuchaini Pariser, Behind Kshetriya Bus Stand, Damohnaka Jabalpur (M.P.) 482002 India"
"Bankura Christian College Contact Number, Address & Location Map, Bankura",+91(3242)250924,info@bankurachristiancollege.in,http://www.bankurachristiancollege.in/,"College Road, Bankura West Bengal, India PIN: 722 101"
"Bangabasi Evening College Contact Number, Address & Location Map, Kolkata",+91-9831476335,info@bangabasievening.edu.in,http://www.bangabasievening.edu.in,"19 Raj Kumar Chakraborty Sarani,Kolkata  West Bengal, India"
"Bapujee College Contact Number, Address & Location Map, Barpeta",03665-274534,iqac@bapujicollege.org,http://bapujicollege.org,"P.O.- Sarthebari,Barpeta, Assam, India"
"Bapuji Ayurvedic Medical College And Hospital Contact Number, Address & Location Map, Shimoga",8182-272008,bamcshimoga@rediffmail.com,http://www.bamcshimoga.org,"Savlanga Road, Navule, Shivamogga, Karnataka 577216"
"Indian School of Business Management & Administration (ISBM), Bangalore Contact Number, Address & Location Map, Bengaluru",+91-80-33476685,bangalore@isbm.org.in,http://www.isbm.org.in,"2nd Floor, No. 416, 2nd Block, HRBR layout, Kalyanagar, Kamanhalli Main Road Opp. ICICI Bank  Bangalore-560043"
"Indian School of Business Management & Administration (ISBM), Ahmedabad Contact Number, Address & Location Map, Ahmedabad",079-65234300,ahmedabad@isbm.org.in,http://www.isbm.org.in,"ISBM , C-903, Titanium city center ,100 ft, Anand Nagar road , Near Sachin Tower, Prahlad Nagar, Ahmedabad- 380015"
"Indian School of Business Management & Administration (ISBM), Cochin Contact Number, Address & Location Map, Cochin",cochin@isbm.org.in,http://www.isbm.org.in,"4 th floor, Chicago Plaza, Above Axis Bank, Rajaji Road, Kochi 682035"
"Sanpada College of Commerce & Technology Contact Number, Address & Location Map, Navi Mumbai",9102227758715,ADMISSION@OES.AC.IN,http://scct.edu.in/,"PLOT NO. 3,4,5, SECTOR 2, SANPADA (W), BEHIND SANPADA RAILWAY STATION, SANPADA, NAVI-MUMBAI – 400705"
"Hitkari College of Education Contact Number, Address & Location Map, Bhiwani",92555 53347,abcd@gmail.com,http://hitkaricollegeofeducation.org/,"Village Manola, Charkhi Dadri Narnaul Road,Distt. Bhiwani ( Haryana)"
"Color design India Education Centre Contact Number, Address & Location Map, Delhi",011-28035555,info@cdiec.net,http://www.cdiec.net,"Plot No. - 82, Block - B 10, Near Hotel Radisson Blu, Sector -13, Dwarka, New Delhi - 110078, India"
"NICE Technologies Contact Number, Address & Location Map, Bengaluru",91-80-28446637,info@nicetechnologies.org,http://nicetechnologies.org/,"NICE Technology OPP. SLN THEATRE, HESSARGHATTA, BANGALORE, KARNATAK STATE, INDIA- 560088"
"Punjabi University Contact Number, Address & Location Map, Patiala","01655-230321,3046367",pucmaur@hotmail.com,http://www.punjabiuniversity.ac.in/,District BathindaPunjab (India)PinCode : 151509
"ARCJMC Lucknow Contact Number, Address & Location Map, Lucknow",09839506555,info@arcjmc.com,http://www.arcjmc.com/,"Deva Road,, Him City Part I,, 2 kms from Matiyari Chauraha, Lucknow, Uttar Pradesh 226028"
"Govt. P.G. College Himachal Pradesh Contact Number, Address & Location Map, Una",01975-233423,gcuna.hp@nic.in,http://www.govtpgcollegeuna.in,Nangal RoadrnNear Indira StadiumrnTeh. & Distt. Una (H.P.)- 174303
"Dibrugarh University Institute of Engineering and Technology Contact Number, Address & Location Map, Dibrugarh",+91 3732370239,registrar@dibru.ac.in,http://www.dibru.ac.in,"Dibrugarh UniversityDibrugarh-786004,Assam, India"
"Mohamed Sathak College of Arts and Science (MSCAS), Chennai Contact Number, Address & Location Map, Chennai","(044) 2450 1578, 2450 1054, 2450 1115, 2450 2577, 2450 2576",principal@mscartsandscience-edu.in,http://www.mscartsandscience-edu.in,"Mohamed Sathak College of Arts and Science N0 13, Medavakkam Road Chennai-600119 India."
"IIAS School of Management (IIAS), Panaji Contact Number, Address & Location Map, Panaji",91832241594,iiasgoa@gmail.com,http://www.iias.org.in/,"416/6, Alto Porvorim Bardez, Opposite HDFC Bank Goa - 403 521"
"D.A.V. College for Girls Yamunanagar Contact Number, Address & Location Map, Yamunanagar",9215087200,davcollegeynr@rediffmail.com,http://www.davyamunanagar.in,D.A.V. College for Girls YamunanagarHaryana(135001)
"Sri Guru Gobind Singh College (SGGSC), Chandigarh Contact Number, Address & Location Map, Chandigarh",(0172) 2792754,principal.sggs26@gmail.com,http://sggscollegechandigarh.in/,Sector 26Chandigarh. 160 019
"DAV College (DAV), Chandigarh Contact Number, Address & Location Map, Chandigarh",+91-722744046,davcollegechandigarh@gmail.com,https://davchd.ac.in/,"DAV COLLEGE, SECTOR-10; Chandigarh-160011"
"GC bangalore Contact Number, Address & Location Map, Bengaluru",+91-8023303737,gouthamcollege@ymail.com,http://www.gouthamcollege.org/,"Bhuvaneshwari nagar, R. T. Nagar postBangalorreKarnataka560032  India"
"Microtek College of Management & Technology (MCMT), Gurgaon Contact Number, Address & Location Map, Gurgaon",0124-4267222,info@microtek.ac.in,http://microtek.ac.in/,"MICROTEK COLLEGE OF MANAGEMENT & TECHNOLOGY, Old DLF Near Honda Showroom, Mehrauli Road, Gurgaon(INDIA)"
"Universal College Contact Number, Address & Location Map, Bengaluru",080 - 23111020,universalcollege@yahoo.com,http://www.universalcollege.org,"90, Magadi Main Road,Vijayanagar Toll-Gate Circle,Bangalore - 560 044"
"Sam Higginbottom University of Agriculture, Technology & Sciences Contact Number, Address & Location Map, Allahabad",0532 268 4781,registrar@shuats.edu.in,http://shuats.edu.in/,"Post. Agriculture Institute, Allahabad 211007, U.P, India."
"MLNC Yamunanagar Contact Number, Address & Location Map, Yamunanagar",+91-1732-220960,principal@mlncollegeynr.ac.in,http://www.mlncollegeynr.ac.in/,"Mukand Lal National College,Yamuna Nagar, Haryana, INDIA 135001"
"DAV College (DAV), Amritsar Contact Number, Address & Location Map, Amritsar",01832553377,info@davindia-asr.org,http://www.davcollegeasr.org/,Katra Sher SinghI/S Hathi GateAmritsarPunjabIndia- 143001
"RVSCAS Coimbatore Contact Number, Address & Location Map, Coimbatore",0422 2687 421,info@rvsgroup.com,http://rvscas.ac.in,"242 u2013 B, Trichy Road, Sulur, Coimbatore u2013 641 402. Tamilnadu, South India"
"R S D College Contact Number, Address & Location Map, Ferozepur",01632-220254,rsdcollege@yahoo.com,http://www.rsdcollege.com,Makhu Gate Firozpur City-152002
"PGPCAS Namakkal Contact Number, Address & Location Map, Namakkal",04286267591,pgpcas@gmail.com,http://www.pgpcolleges.com/Arts%20&%20Science/pgp%20Arts&%20Science.html,"NH-7, Namakkal - Karur Main Road, Namakkal - 637207, Tamilnadu, India"
"Assumption College Contact Number, Address & Location Map, Kottayam",2402351,ac@assumptioncollege.in,http://www.assumptioncollege.in,"Changanassery, Kottayam, Kerala 686101, India"
"MCM DAV College for Women Contact Number, Address & Location Map, Chandigarh",01722603355,info@mcmdavcw-chd.edu,http://www.mcmdavcw-chd.edu/,"MCM DAV College for Women, Sector - 36 A, Chandigarh"
"Loyola College Contact Number, Address & Location Map, Chennai",91-44-2817-8291/92/93,alumni@loyolacollege.edu,http://www.loyolacollege.edu,"Loyola College,Sterling Rd, Nungambakkam, Chennai, Tamil Nadu 600034"
"Galgotias University Contact Number, Address & Location Map, Greater Noida","+91 9582847072, +91 7838829983",admissions@galgotiasuniversity.edu.in,http://www.galgotiasuniversity.edu.in,"Plot No.2, Sector 17-A Yamuna Expressway, Greater Noida, Gautam Buddh Nagar, Uttar Pradesh, India"
"PRIST University Contact Number, Address & Location Map, Thanjavur","+91-4362-265021, +91-1800-425-7407",admissions@prist.ac.in,http://www.prist.ac.in,"Thanjavur -Trichy Highways, Vallam, Thanjavur - 613403, Tamil Nadu."
"KJC bangalore Contact Number, Address & Location Map, Bengaluru","""(080)28465611 (080)28465770 (080)28465353""",info@kristujayanti.com,https://kristujayanti.edu.in,"Kristu Jayanti College (Autonomous) K. Narayanapura, Kothanur (PO)  Bengaluru 560077"
"PG Government College for Girls Contact Number, Address & Location Map, Chandigarh",gcg42chd@yahoo.com,http://gcg42.ac.in/,"Government College for Girls,Udyan Path,Sector 11,Chandigarh, 160011"
"SGTU Gurgaon Contact Number, Address & Location Map, Gurgaon","0124-2278183/84/85, 1800 102 5661",info@sgtuniversity.org,http://www.sgtuniversity.ac.in,"Budhera, Gurugram-Badli Road, Gurugram- 122505, Haryana, India"
"Jamal Mohamed College Contact Number, Address & Location Map, Tiruchirappalli",(0431) 2331135,princi@jmc.edu,http://www.jmc.edu/,P.Box.No.8087Race Course RoadKhajanagarTiruchirapalli-620 020
"Kohinoor Technical Institute Contact Number, Address & Location Map, Pune",+91-22-66530000,office.deccan@gmail.com,http://kti.ac.in/,"Kohinoor Corporate Office, Kohinoor Bhavan, Senapati Bapat Marg, Dadar (W), Mumbai - 400028,"
"BBK Dav college for Women Contact Number, Address & Location Map, Amritsar",+91 183 2221757,bbkdavcw@jla.vsnl.net.in,http://www.bbkdav.org/aspxpages/Index/HomePage.aspx,"Lawrence Road, Amritsar, Punjab, India- 143001"
"College of Engineering, Andhra University Visakhapatnam Contact Number, Address & Location Map, Visakhapatnam",08912844000/2844197,enquiry@andhrauniversity.edu.in,http://www.andhrauniversity.edu.in/engg/,"Junction, AU North Campus, Visakhapatnam, Andhra Pradesh 530003"
"RP Inderaprastha Institute of Technology Contact Number, Address & Location Map, Karnal",919215678929,info@rpiit.com,http://www.rpiit.com/,"R.P. EDUCATIONAL TRUST GROUP OF INSTITUTIONSrnNH-1, Gharaunda, Village-Bastara, Distt: Karnal,Haryana"
"FMMC Mangalore Contact Number, Address & Location Map, Mangalore",0824-2238383 / 2238331,muller@fathermuller.in,http://www.fathermuller.com/medicalcollege/default.asp,FATHER MULLER CHARITABLE INSTITUTIONSFather Muller RoadKankanadyMangalore - 575 002KarnatakaINDIA
"Delhi Institute of Technology and Paramedical Sciences Contact Number, Address & Location Map, Delhi",ditpms@ditpms.com,http://www.ditpms.com/,"D-237, Vivek Vihar, Delhi, Delhi, India- 110095"
"Poona College of Pharmacy Contact Number, Address & Location Map, Pune",+91-02025461046,pcp@bharatividyapeeth.edu,http://pcp.bharatividyapeeth.edu/,"Poona College of Pharmacy,Bharati Vidyapeeth Educational Complex, Erandwane, Paud road,Pune 411038, Maharashtra, India"
"IFTM Moradabad Contact Number, Address & Location Map, Moradabad",05912360817,info@iftmuniversity.ac.in,http://iftmuniversity.ac.in/,"Lodhipur Rajput, Delhi Road, NH-24, Moradabad, U.P. 244102"
"ANJAC Sivakasi Contact Number, Address & Location Map, Sivakasi",+91-0456-2254100,principal@anjaconline.org,http://www.anjaconline.org/,"Ayya Nadar Janaki Ammal College,Sivakasi,,Srivilliputhur Main Road,Sivakasi - 626123, Tamilnadu,"
"St. Alphonsa Institute for Management Studies Contact Number, Address & Location Map, Calicut",04952462660,administrator@bcet.in,http://www.alphonsacollege.com/profile.htm,"St.Alphonsa College,Puthiyanirath,Vengeli, Elathur,Calicut - 673003"
"Srimad Andavan Arts & Science College Contact Number, Address & Location Map, Tiruchirappalli",04314250152,srimad_andavan@rediffmail.com,http://www.andavancollege.ac.in/,"Srimad Andavan Arts And Science College, 7, Nelson Road,u00a0Thiruvanaikoil, Tiruchirapalli - 620 005, Tamilnadu"
"Sri Ramakrishna Institute of Paramedical Science Contact Number, Address & Location Map, Coimbatore",04224500164,info@sripmscop.org,http://www.sripmscop.org/index.php,"Sri Ramakrishna Institute of Paramedical Science, 395, Sarojini Naidu Road, Sidhapudur, Coimbatore - 641 044, Tamilnadu, India."
"Ananda Chandra College (ACC), Jalpaiguri Contact Number, Address & Location Map, Jalpaiguri",08944006992,accjal@indiatimes.com,http://www.accollege.org/,"Jalpaiguri, West Bengal 735102"
"Krishna Institute of Medical Sciences Contact Number, Address & Location Map, Satara",(02164) 241555/6/7/8,contact@kimskarad.in,http://www.kimskarad.in,"NH4, Pune - Bangalore Highway, Dist.Satara, Agashivnagar, Malkapur, Maharashtra 415539"
"Manipal College of Nursing Contact Number, Address & Location Map, Manipal",office.con@manipal.edu,http://manipal.edu/mcon-manipal/about-mcon-manipal.html,DirectorAdmissions manipal.eduManipal 576104KarnatakaIndia
"College of Nursing - Unity Academy of Education Contact Number, Address & Location Map, Mangalore",08244281555,info@unitycon.com,http://www.unitycon.com/default.htm,"Unity Academy of Education, Shediguri, Dambel Road, Ashok Nagar, Mangalore, D.K u2013 575006."
"All India Institute of Speech and Hearing (AIISH), Mysuru Contact Number, Address & Location Map, Mysuru",+91-0821 2502000 / 2502100 Fax: +91-0821-2510515,director@aiishmysore.in,http://www.aiishmysore.com/en/index.html,Dr. S.R. Savithri rnAll India Institute of Speech & Hearing rnManasagangothri rnMysore 570 006
"Apollo College of Veterinary Medicine (ACVM), Jaipur Contact Number, Address & Location Map, Jaipur",08003885544,admin@apollocolvet.org,http://www.apollocolvet.org/,"Agra Road, Jaipur 302031 ( Rajasthan )"
"Kohinoor College of Paramedical Science Contact Number, Address & Location Map, Mumbai",0226788777,nidhi.kewalramani@kcps.ac.in,http://www.kcps.ac.in/,"Kohinoor Education Complex, Next to Kohinoor Hospital, Kohinoor City, Kirol Road Opp LBS Marg, Kurla West, Mumbai, Maharashtra, India- 400070"
"Apollo Institute of Hospital Management and Allied Sciences (AIHMAS), Chennai Contact Number, Address & Location Map, Chennai",04426536966,aihmas@apollohospitalseducation.com,http://www.apollohospitalseducation.com/,"Apollo Institute of Hospital Management and Allied Science, Vanagaram to Ambattur Main Road, Ayanambakkam, Chennai – 600 095"
"PSN College of Engineering & Technology Tirunelveli Contact Number, Address & Location Map, Tirunelveli",+91-94-43120405,contact@psncet.ac.in,http://www.psncet.ac.in/,"PSN Nagar,Melathediyoor (Post),Tirunelveli (Dist), Tamilnadu, India"
"NCDC Nagpur Contact Number, Address & Location Map, Nagpur",07122562611,ncdcngp@dataone.in,http://www.ncdcnagpur.nic.in/,"National Civil Defence College, Civil Lines, Nagpur - 440001 (M.S.)"
"IBMS Chittoor Contact Number, Address & Location Map, Chittoor",08572231459,director@ibmsglobal.org,http://www.ibmsglobal.org/,"I.B.M.S , John’S Garden, Palamaner Road, Chittoor- 517 002, AP."
"JPIHM Meerut Contact Number, Address & Location Map, Meerut",0121-2623005,jpihm@rediffmail.com,http://www.jpihm.com/,"P.O. Rajpura, Mawana Road, Meerut, Uttar Pradesh, India-250001"
"Vallabhbhai Patel Chest Institute Contact Number, Address & Location Map, Delhi",+91-11-27402400,admin@vpci.org.in,http://www.vpci.org.in/,"V.P. Chest Institute, University of Delhi,, P.O. Box No. 2101, Kamla Nagar, Delhi, Delhi, India- 110007"
"SDUMC Kolar Contact Number, Address & Location Map, Kolar",+91-8152243003,sdumcrlj@bgl.vsnl.net.in,http://www.sdumc.ac.in/,"Sri Devaraj Urs Medical College, Tamaka, Kolar, Karnataka, India, Pin 563 101"
"Institute of Chemical Technology Contact Number, Address & Location Map, Mumbai",+91-022-3361 2222,stores@staff.ictmumbai.edu.in,http://www.ictmumbai.edu.in,"Near Don Bosco School, Opp Khalsa CollegeNathalal Parekh MargMatungaMumbai, Maharashtra 400019"
"SBM Bangalore Contact Number, Address & Location Map, Bengaluru",9844158444,scientificbiominds@gmail.com,http://scientificbio.webs.com/,"165, 4th Main, 2nd B Cross, Talakavery Layout,  Near Vishwa Amrutha Apartment,Amruthahalli, Sahakarnagar Post, Bangalore-560092, Karnataka, India"
"Bharath Institute of Higher Education And Research Contact Number, Address & Location Map, Chennai",+91-4422290742,admission@bharathuniv.ac.in,http://www.bharathuniv.ac.in,"# 173 Agharam Road Selaiyur, Chennai - 600 073"
