College Name,Contact no,Email,Website,Address
"SCC bangalore Contact Number, Address & Location Map, Bengaluru",+91-80-23454755,claretcollege@gmail.com,http://www.claretcollege.edu.in,"P.O. Box 1355, M.E.S. Ring Road, Jalahalli, Bangalore 560 013, INDIA"
"St. Dominics College Contact Number, Address & Location Map, Kottayam",04828-234190,principalsdc@gmail.com,http://stdominicscollege.org,"KK Road, Kerala 686512"
"St. Peters College Contact Number, Address & Location Map, Ernakulam",484-5598408,stpeterscollege12@gmail.com,http://www.stpeterscollege.ac.in,"Kolenchery - 682 311, Ernakulam District Kerala"
"Samajbhushan Ganpatrao Kalbhor Arts, Commerce & Science College Contact Number, Address & Location Map, Pune",020-26913846,sgkcollege@gmail.com,http://sgkcollege.com,"A/P- Loni Kalbhor, Tal-Haveli,  Dist-Pune. -412201,(Maharashtra) INDIA."
"Smt.P.K.Kotecha Mahila Mahavidyalaya Contact Number, Address & Location Map, Bhusawal",+91 2582-222925,pkkotechamvb@yahoo.com,http://www.pkkotecha.org/,"Shanti Nagar, Bhusawal - 425201 (M.S.)"
"S.S.D. College of Professional Studies Contact Number, Address & Location Map, Bhatinda",0164-2760070,info@ssdpc.org,http://www.ssdpc.org/,"Adjoining SSD Krishna Vatika School/Queens land Resort Goniana Road, Bathinda (Punjab)"
"SSES'S Pandit Jawaharlal Nehru College of Social Work Contact Number, Address & Location Map, Jalgaon",02587-222151,prin.amalner@pjncoswa.org,http://www.pjncoswa.org/,"Pandit Jawaherlal Nehru College Of Social Work Chopda Road, Near Deoli Phata"
"St Xaviers College of Arts Science & Commerce Contact Number, Address & Location Map, Mapusa",0832-2262356,xavierscollege@bsnl.in,http://www.xavierscollege-goa.com,"P.O. Box No. 32, Mapusa, Bardez Goa, 403 507"
"SSS College Contact Number, Address & Location Map, Arcot",+91-04172-236250,ssscareers@yahoo.co.in,http://www.sss-college.com/,"15, By-pass Road, Arcot - 632 503"
"SSD Girls College Contact Number, Address & Location Map, Bhatinda",0164-2255104,ssdgirlcollege@gmail.com,http://www.ssdgc.com,"Amrik Singh Road, Bathinda India"
"St. Aloyosius Evening College Contact Number, Address & Location Map, Mangalore",0824 2449714,saecprincipal@gmail.com,http://saec.co.in/,"P.O BOX 720, LIGHT HOUSE HILL ROAD, MANGALORE 575003, KARNATAKA, INDIA (D K)"
"S.S Jain Subodh PG Mahila Mahavidyalaya Contact Number, Address & Location Map, Jaipur",0141-2568096,info@subodhmahilacollege.com,http://www.subodhmahilacollege.com,"Bhawani Singh Road, Rambagh Circle Jaipur-302015"
"Adarsh Bhartiya College (ABC), Pathankot Contact Number, Address & Location Map, Pathankot",0186-2220914,abcollege@hotmail.com,http://abcollege.org.in/home.php,"(Affiliated to GNDU) Dalhousie Road, By-Pass Pathankot-145001,  Punjab,   India"
"Sri Vidya Mandir Arts & Science College Contact Number, Address & Location Map, Krishnagiri",+9104341243362,principalsvmc@gmail.com,http://svmcugi.com/,"SRI VIDYA MANDIR ARTS & SCIENCE COLLEGE Vignesh Nagar, Katteri, Uthangarai Krishnagiri Dist.  Tamilnadu, India Pin-636902"
"Smt. P. B. Bagal Arts & Commerce college Contact Number, Address & Location Map, Dhule",02566 - 245036,pbbagalcollege@yahoo.in,http://www.pbbagalcollege.co.in,"Dondaicha, Taluka - Shidakheda Dist - Dhule, 425 408"
"Sriyagya Narayan Pandey Degree College Contact Number, Address & Location Map, Allahabad",9415196798,principal@synpsdc.org,http://synpsdc.org,"Lalapur, Allahabad, Uttar Pradesh, India"
"Sushilavati Government Women's College Contact Number, Address & Location Map, Rourkela",0661-2601313,principal.sgwc@gmail.com,http://www.sgwc.edu.in/aboutus.html,"Sector 2, Rourkela 769006"
"SRK Degree College Contact Number, Address & Location Map, Firozabad",05612-244747,srkpgcollege@yahoo.in,http://www.srkcollege.com,"S.R.K. (P.G.) College, Firozabad"
"Surya Mahavidyalaya Contact Number, Address & Location Map, Jagdalpur",07782-231396,suryanursingcollege@gmail.com,http://www.suryamahavidyalaya.com,"Geedam Road, Jagdalpur Chhattisgarh,494001 ,INDIA"
"Sunderwati Mahila College Contact Number, Address & Location Map, Bhagalpur",0641-2401231,smcollegebgp@yahoo.co.in,http://www.smcollege.ac.in/,"Sunderwati Mahila College Khanjarpur Bhagalpur, Bihar 812001"
"Surajmal Agarwal Pvt. Kanya Mahavidyalaya Contact Number, Address & Location Map, Haldwani",05944 - 263573,sapkm.edu@gmail.com,http://www.sapkam.org,"Kishanpur (Haldwani By Pass Road), Kichha, U. S. Nagar (Uttarakhand) - 263148"
"Sundarrao More Arts and Commerce and Science College Contact Number, Address & Location Map, Raigad",02191-240221,morecollege_poladpur@rediffmail.com,http://sundarraomorecollege.com,At & Post Poladpur (Cholai): Tal: Poladpur Dist – Raigad Pin : 402303 (Maharashtra)
"Suraj College of Engineering & Technology Mahendergarh Contact Number, Address & Location Map, Mahendergarh",01285-222800,info@surajeducation.com,http://www.surajeducation.com,"Bucholi Road, Mahendergarh, Haryana 123029, India"
"Sun Arts and Science College Contact Number, Address & Location Map, Thiruvannamalai",91 4175 311666,sunartscollege@gmail.com,http://www.suncolleges.ac.in,"Vettavalam Road, Keeranoor, Rajapalayam (V&P), Tiruvannamalai-606755, Tamil Nadu, India."
"Sundarban Mahavidyalaya Contact Number, Address & Location Map, 24Pgns(S)",(03210)-255057,sundaram1965@gmail.com,http://www.sundarbanmahavidyalaya.in,"Sundarban Mahavidyalaya Kakdwip, South 24 Pargana,sDurgapur West Bengal, INDIA PIN-743347"
"Sunflower Degree College Contact Number, Address & Location Map, Krishna",08671 223496,sunflowerdegreecollege@gmail.com,http://www.sunflowerdegreecollege.org,"SUNFLOWER DEGREE COLLEGE Challapalli  Challapalli Mandal Krishna District, AP. PIN: 521126"
"Sundarban Hazi Desarat College Contact Number, Address & Location Map, 24Pgns(S)",03218-214970,shdcollege1961@gmail.com,http://www.hazidesaratcollege.in/,"Dist- South 24 Parganas,    P.O.- Pathankhali, Pin. - 743611"
"Swami Swatantranand Memorial College Contact Number, Address & Location Map, Gurdaspur",0187-5220015,info@ssmdnn.com,http://www.ssmdnn.com/index.html,"SSM College, Dinanagar, Gurdaspur, Punjab-143531, India"
"Tagore Public Law College Contact Number, Address & Location Map, Kotputli",09314217223,vivekkaushik@tagorecolleges.com,http://tagorecolleges.com/,"Shekhupur, NH-8, KOTPUTLI, DISTT-Jaipur Rajasthan"
"Swami Vivekanand Senior College Contact Number, Address & Location Map, Jalna",02484-270238,swamicollege@gmail.com,http://www.svcmantha.in/,"Swami Vivekanand Senior College, Mantha, Tq Mantha, Jalna, Maharashtra, India"
"Saraswati College of Computer Science Contact Number, Address & Location Map, Chhatarpur",248249,sccsedu@yahoo.com,http://sccs.in/web/index.html,"Near Ekta Park, Choubey Colony, Chhatarpur"
"Swami Vivekanand Govt. Degree College Bilaspur(Hp) Contact Number, Address & Location Map, Bilaspur(Hp)",01978-255551,gcghumarwin-hp@nic.in,http://www.gcghumarwin.org.in/,Swami Vivekanand Govt. College Ghumarwin Kallri. Pin-174021 Distt. Bilaspur( H.P.)
"Swami Dhananjoy Das Kathiababa Mahavidyalaya Contact Number, Address & Location Map, Bankura",03244248586,princsddkm@gmail.com,http://sddkm.in/notice_board.php#,"P.O. :- Bhara, District :- Bankura,  Pin :- 722157 (W.B.)"
"Swarn Prabha Mahila Mahavidyalaya Contact Number, Address & Location Map, Maharajganj",9415378753,principal@spmpgcollege.edu.in,http://www.spmpgcollege.edu.in/aboutus.html,"Anand Nagar, Maharajganj"
"Sudharsan College of Arts Science Contact Number, Address & Location Map, Pudukkottai",04322 -236888,principalarts@sudharsangroup.com,http://www.sca.org.in,"Perumanadu-622104, Pudukkottai District."
"Shikshan Maharshi Dadasaheb Limaye College Contact Number, Address & Location Map, Navi Mumbai",27426095,principalsmdlcollege@yahoo.co.in,http://smdlcollege.com,"Sec-3E, CIDCO COLONY, Kalamboli, Navi Mumbai."
"T.R.R. Govt. Degree College Kandukuru Contact Number, Address & Location Map, Kandukuru",08598223546,gdckandukur@gmail.com,http://www.gdckandukur.com/index.php,"T.R.R.Government Degree College Kandukur, Kandukur, 523105, Andhra Pradesh"
"Sudhiranjan Lahiri Mahavidyalaya Contact Number, Address & Location Map, Nadia",+91-03472-276206,srlmahavidyalaya@rediffmail.com,http://www.srlm.org/,"Majdia, Nadia-741507, West Bengal"
"Subhas Chandra Bose Centenary College Contact Number, Address & Location Map, Murshidabad",(03482)270543,scbccollege@gmail.com,http://www.scbcc.org.in,"Subhas Ch. Bose Centenary College, Lalbagh, Murshidabad Murshidabad,742149"
"Sukanta Mahavidyalaya Contact Number, Address & Location Map, Jalpaiguri",03563-251333,sukantamahavidyalaya@gmail.com,http://www.sukantamahavidyalaya.org.in,"SUKANTA  MAHAVIDYALAYA Sukanta  Nagar, P.O. : Dhupguri : : Dist. : Jalpaiguri  Pin. : 735 210 State : West Bengal. India."
"Sree Anantha Padmanabha Arts, Science & Commerce College Contact Number, Address & Location Map, Vikarabad",08416-252073,sapcollege@hotmail.com,http://sapcollege.org/contactus.asp,"VIKARABAD, RANGA REDDY DIST. ANDHRA PRADESH – 501101"
"Sullamussalam Science College Contact Number, Address & Location Map, Malapuram",0483 - 2850 700,mail@sscollege.ac.in,http://www.sscollege.ac.in,"MALAPPURAM DIS, KERALA. 673639."
"Subansiri College Contact Number, Address & Location Map, Lakhimpur",1234567890,sbnsprincipal@gmail.com,http://subansiricollege.org/,Milanpur Na-gaon Lakhimpur Assam
"SMPGC Jaipur Contact Number, Address & Location Map, Jaipur",+91-141-2397563,smpgc@iirm.ac.in,http://www.smc.ac.in,"Stani Memorial P.G. College, IIRM Jaipur Campus, Sector-11, Tagore Path, Agrawal Path, Mansarovar, Jaipur"
"Sripat Singh College Contact Number, Address & Location Map, Murshidabad",03483-255256,sscollege2009@gmail.com,http://www.sripatsinghcollege.org/,"P.O. - Jiaganj,Dist. - Murshidabad,Pin No. - 742123,West Bengal"
"Sri Parasakthi College for Women Contact Number, Address & Location Map, Tirunelveli",4633 283636,sriparasakthi@yahoo.co.in,http://www.sriparasakthicollege.com/Default.aspx,"Courtallam, Tamil Nadu, India - 627802"
"Nani Bhattacharya Smarak Mahavidyalaya Contact Number, Address & Location Map, Jalpaiguri",03566-264085,nbsmjaigaon@gmail.com,http://nbsmjaigaon.org/index.html,"Manglabari, P.O. Jaigaon, Dist. Alipurduar, PIN-736182."
"Srikrishna College Contact Number, Address & Location Map, Nadia",03473-272205,srikrishnacollegebagula@rediff.com,http://www.srikrishnacollegebagula.org/,"P.O.Bagula , Nadia, West Bengal, India-741502"
"Subarnarekha Mahavidyalaya Contact Number, Address & Location Map, Kharagpur",03221-266278,subarnamaha@gmail.com,http://www.smahavidyalaya.org,"Gopiballavpur, Paschim Medinipur West Bengal, India Pin : 721506"
"Shree Niranjana Swamy First Grade College Contact Number, Address & Location Map, Mangalore",0824-2252971,shriniranjana@yahoo.com,http://www.snsfgc.com/en/,"Shree Niranjana Swamy First Grade College Post Kolambe, Via Bajpe – 574 189"
"St. Joseph's College (SJC), Chikmagalur Contact Number, Address & Location Map, Chikmagalur",08262-320156,sjpucckm@rediffmail.com,http://www.stjosephsckm.in/,"Jyothinagar, Chikmagalur - 577101 Karnataka, India"
"Sri Medha Dakshinamurthy Vedabhavana Samskrita College Contact Number, Address & Location Map, Uttara Kannada",08386-256192,ksatyanarayanak69@gmail.com,http://www.ksu.ac.in/en/institutions/pg-ugcenters/sri-medha-dakshinamurthy-vedabhavana-samskrita-mahavidyalaya/,Gokarna Post Gokarn Taluk Kumta District Uttar Kannada Pin Code 581326
"Sri Mahaveera College Contact Number, Address & Location Map, Moodbidri",91-8258-236256,srimahaveera@rediffmail.com,http://srimahaveeracollege.com/contact-us,"Sri Mahaveera College Kodangallu Post MoodbidriD.K. - 574 197 Karnataka, India"
"Stella Matutina College of Education Contact Number, Address & Location Map, Chennai",44-24894262,smcedn@gmail.com,http://www.smce-chennai.com,"Kamaraj Salai, Ashok Nagar, Chennai 600083"
"Shri Nishadraj Akhandanand Mahavidyalaya Contact Number, Address & Location Map, Sultanpur",9415177976,spk@snrac.org.in,http://www.snrac.org.in/,"Kitiyawan, Shahgarh, Sultanpur, UP"
"Bukhari Aalim Arabic College Contact Number, Address & Location Map, Chennai",91-44-22751280,info@bukhariarabiccollege.com,http://www.bukhariarabiccollege.com/,"G.S.T. Road, Vandalur, Chennai. Pincode: 600048, Tamilnadu. South India."
"Sri Jayadev College of Education and Technology Contact Number, Address & Location Map, Bhubaneswar",0674 - 2463605,sjcetnaharkanta@rediffmail.com,http://srijayadevcollege.org,"Sri Jayadev College of Education & Technology, Naharkanta, Bhubaneswar, Khurda- 752101"
"Sri Jeyandra Saraswathy Maha Vidyalaya College of Arts and Science Contact Number, Address & Location Map, Coimbatore",0422   2270411,info@srijayendracas.org,http://srijayendracas.org/,"182, SIHS Colony Road, Singanallur, Coimbatore, Tamilnadu, INDIA PIN: 641 005"
"Srisaila Jagadguru Vageesh Panditaradhya Mahaswamiji Contact Number, Address & Location Map, Davangare",08192 - 2442216,sjvp_hrh@yahoo.com,http://www.sjvpac.org,"P.B.ROAD VAGEESH NAGAR, Harihar Karnataka 577601 India"
"St. Michaels College Contact Number, Address & Location Map, Alappuzha",0478 2822387,enquiry@stmichaelscherthala.edu.in,http://www.stmichaelscherthala.edu.in,"Mayithara P.O., Cherthala Alappuzha Dt., Kerala PIN-688 539"
"Sri Sri Jagannath Mahavidyalaya Contact Number, Address & Location Map, Kendrapara",+91-94399-02680,info@ssjmrajnagar.ac.in,http://ssjmrajnagar.ac.in,"Rajnagar Dist: Kendrapara Odisha, INDIA PIN-754 225"
"Sri Jagadguru Chandrashekhara Bharthi Memorial College Contact Number, Address & Location Map, Chikmagalur",91 8265 250138,srijcbmc.sringeri@gmail.com,http://www.jcbmcollege.org,"Sringeri, Chikkamagaluru, Karnatka"
"Smt. Sadguna C U Arts College for Girls Contact Number, Address & Location Map, Ahmedabad",079-25506977,infosadguna@gmail.com,http://sadgunaartscollege4girls.org/,"Smt. Sadguna C U Arts College for Girls, Opp. Dinbai Tower, Lal Darwaja, Ahmedabad-380001, Gujarat, India"
"Shrimati Binzani Mahila Mahavidyalaya Contact Number, Address & Location Map, Nagpur",0712 - 2722860,shrimatibinzani@yahoo.co.in,http://www.binzanimahilamahavidyalaya.ac.in/,"Mahal , Nagpur, Maharashtra, India - 440032"
"Srikrishnadas Jajoo Gramin Seva Mahavidyalaya Contact Number, Address & Location Map, Wardha",07152-230518,info@shikshamandal.org,http://sjgsm.shikshamandal.org/?page_id=2005,"Shrikrishnadas Jajoo Grameen Seva Mahavidyalaya, Pipri  Wardha  Maharashtra  442001  India"
"SKC bangalore Contact Number, Address & Location Map, Bengaluru",080   23623759,skcbdpur@gmail.com,http://kongadiyappacollege.com/,"Sri Kongadiyappa College (An educational institute of Lokasevaniratha D Kongadiyappa Memorial Education Society®) Post Box No.17, Doddaballapur – 561 203, Bangalore Rural Dist., Karnataka"
"Smt. Laxmiben & Chimanlal Mehta Arts College Contact Number, Address & Location Map, Ahmedabad",079 - 26445471,mail@lcmehtaartscollege.org,http://lcmehtaartscollege.org/,"L & C Mehta Arts College,GLS Campus, Opposite Law Garden, Ellisbridge, Ahmedabad - 06"
"Smt Kusumben Kadakia Arts and Commerce College Contact Number, Address & Location Map, Vadodara",245215,mhkct@kadakiacolleges.com,http://www.kadakiaeducation.edu.in/,"Kadakia Vidya Gram, Post Box No. 8, Hansot Road, Ankleshwar, PIN - 393001"
"Shri. Narendra Tidke College of Arts & Commerce Contact Number, Address & Location Map, Nagpur",07114-255140,shrinarendratidke@rediffmail.com,http://www.sntcollegeramtek.org/index.html,"Ambala Road, Ramtek, Distt. Nagpur (MS) Pin/441106"
"Smt. Pushpatai Hiray Arts Science and Commerce Mahila Mahavidyalaya Contact Number, Address & Location Map, Nashik",02554 - 250827,snn.mgv@gmail.com,http://www.sphcollege.com/index.php,"Smt. Pushpatai Hiray Arts, Science and  Commerce Mahila Mahavidyalaya Loknete Vyankatrao Hiray Marg,  Malegaon Camp, Nasik-423105,  Maharashtra"
"Shri Ghanshyam Dubey Mahavidyalaya Contact Number, Address & Location Map, Bhadohi",9450543054,Contact@shrighanshyamdubeymahavidyalaya.co.in,http://www.shrighanshyamdubeymahavidyalaya.co.in,"Suriyawan,Sant Ravidas Nagar ,Bhadohi (U.P)Pin code-221404"
"Smt. C.C. Mahila Arts & Sheth C.N.Commerce College Contact Number, Address & Location Map, Visnagar",02765223484,ccmcnc@yahoo.com,http://www.ccmcnccollege.org/,"Station Road , Post Box No 22, Visnagar, Gujarat, India - 384315"
"Sri Kanyaka Parameswari Arts & Science College for Women Contact Number, Address & Location Map, Chennai",044-25387021,srikanyaka99@gmail.com,http://www.skpc.edu.in,"#1, AUDIAPPA STREET, PARRYS, CHENNAI - 600001."
"Smt. Veeramma Gangasiri College for Women Contact Number, Address & Location Map, Gulbarga",08472-220374,hkesvgwcg_1965@yahoo.com,http://www.vgcollege.org/home.htm,"Smt.V G College for Women Gulbarga , Karnataka Pin-585102"
"Smt. Ugama devi Bhavarlal Theosophical Nahar College for Women Contact Number, Address & Location Map, Hospet",08394-228331,subntwc@gmail.com,http://www.subntheosophicalwomenscollege.com/,"Smt. UGAMADEVI BHAWARLAL NAHAR THEOSOPHICAL WOMEN'S COLLEGE Hampi Road, HOSPET - 583 201. (Bellary Dist. Karnataka State)"
"Sri Kaliswari College (Autonomous) Contact Number, Address & Location Map, Sivakasi",04562-232648,kaliswaricollege@gmail.com,http://www.kaliswaricollege.org,"Sivakasi,rnVirudhunagar Main Road,rnSivakasi - 626123, Tamilnadu,"
"Sri Guru Nanak Dev Khalsa College Contact Number, Address & Location Map, New Delhi",011-28729399,principal@sgndkc.du.ac.in,http://www.sgndkc.org/sk/,MCD office Karol BaghDB Gupta RoadChristian ColonyBlock 17 BDev NagarKarol BaghNew DelhiDelhi 110005
"Shree Gokarnanatheshwara College Contact Number, Address & Location Map, Mangalore",0824   2457226,sgokarnanatha@rediffmail.com,http://gokarnanatheshwaracollege.com,"Gandhinagar, Mangalore – 575 003."
"Smt. VHD Central Institute of Home Science Contact Number, Address & Location Map, Bengaluru",+9180 22200233,vhdadm@gmail.com,http://gfgc.kar.nic.in/vhdhomescience/,"Sheshadri Road, Bengaluru, 	Bangalore Urban, 560 001"
"Smt. Maniben M.P. Shah Women's College of Arts and Commerce Contact Number, Address & Location Map, Mumbai",022 24095869,mmpshah@rediffmail.com,http://mmpshahcollege.com/About_Us.html,"338, R. A. Kidwai Road , Matunga (East), Mumbai, Maharashtra, India - 400 019"
"Guru Nanak College for Girls Contact Number, Address & Location Map, Muktsar",01633-260229,principal_gnc@yahoo.com,http://gncmkt.ac.in/,"Mudki Road Bagha Purana, Punjab 142038"
"Sri Ganesh College Of Arts and Science Contact Number, Address & Location Map, Salem",+91 427 2242999,principal@ganeshcollege.in,http://www.ganeshcollege.in,"Kamaraj Nagar Colony,Ammapet, Salem - 636 014 Tamil Nadu, India"
"Shri Guru Harkrishan Sahib Khalsa College Contact Number, Address & Location Map, Ambala",0171-2679033,sghskc@gmail.com,http://sghskhalsacollege.com,"Panjokhra Sahib, Distt. Ambala (Haryana)"
"Sri Gokula College of Arts, Science & Management Studies Contact Number, Address & Location Map, Kolar",097381 23265,info@srigokulagroup.com,http://www.srigokulagroup.com,"Jayanagar, Harohalli KOLAR -563 101"
"Sri Guru Nanak Girls PG College Contact Number, Address & Location Map, Udham Singh Nagar",91-05948-241548,pri.sgnkpgcollege@gmail.com,http://gnpgcollege.org,"Nanak Matta - 262311, U.S. Nagar, Uttrakhand(India)"
"Mrs. Kesharbai Sonajirao Kshirsagar Alias Kaku Arts Contact Number, Address & Location Map, Beed",91-02442-222641,principal@kskcollege.org,http://www.kskcollege.org/,"Mrs. Kesharbai Sonajirao Kshirsagar Alias  Kaku College of Arts, Science & Commerce, Barshi Road, Shivajinagar, Beed-431122 State : Maharashtra"
"Siri Guru Har Rai Sahib College for Women Contact Number, Address & Location Map, Hoshiarpur",+91 1882 270981,info@sghrsc.com,http://www.sghrsc.com,"Siri Guru Har Rai Sahib College for Women Chabbewal, Hoshiarpur"
"Smt. PNR Shah Mahila Arts and Commerce College Contact Number, Address & Location Map, Bhavnagar",02848 251531,prin.ma.palitana@gmail.com,http://pnrmacc.edu.in/index.html,"Near Panch Bangla,  Taleti Road, Palitana, Gujarat -364270."
"Mohta PG College Contact Number, Address & Location Map, Rajnagar",01559-222082,info@mohtapgcollege.com,http://mohtapgcollege.com/index,"Sadulpur, Rajasthan. 331023"
"Shri Guru Tegh Bahadur Khalsa College Contact Number, Address & Location Map, New Delhi",27666641,sgtbkc.du@gmail.com,http://www.sgtbkhalsadu.ac.in,"New Delhi, Delhi 110007"
"Sri. Manjunatha Swamy First Grade College Contact Number, Address & Location Map, Davangere",08192 - 261213,smsfgc@rediffmail.com,http://smsfgcdvg.org,"Sarswathi Nagara, Nituvalli  Davangere - 577004"
"Sri Govind Prabhu Arts Commerce College Contact Number, Address & Location Map, Chandrapur",07179-236088,principalsgpmv@gmail.com,http://www.govindprabhucollege.com,"AT : Talodhi (Balapur), Tah : Nagbhid,Dist : Chandrapur (Maharahstra) Pin : 441221"
"Sri Guru Teg Bahadur Khalsa College Contact Number, Address & Location Map, Anandpur Sahib",01887 - 232037,info@sgtbcollege.org,http://sgtbcollege.org.in/,Anandpur SahibRupnagarPunjab 140118
"Sri H.D Devegowda Government First Grade College Hassan Contact Number, Address & Location Map, Hassan",08175-275116,srihddgfgcp2006@gmail.com,http://srihddgfgcp.in/,Sri H D D Govt First Grade College  Paduvalahippe Village  Paduvalahippe Post  Holenarasipura Taluk -573211  Hassan
"Sri H.R.Sriramulu Memorial College Contact Number, Address & Location Map, Gangavati",8474-236041,hrsmcollege1974@yahoon.co.in,http://www.hrsmcollege.com,Anegundi Road Saraswati Giri Gangavathi  Karnataka India
"Smt. Vimla Rani Bhargava Degree College Contact Number, Address & Location Map, Kaushambi",05331-209403,vrbdc27@gmail.com,http://www.vrbdegreecollege.org/,"Vimla Rani Bhargav Degree College Tewan, Manjhanpur,  Kaushambi, (UP)"
"Guru Nanak Girls P.G. College Contact Number, Address & Location Map, Kanpur",0512-2216592,gurunanakgirlspgc@rediffmail.com,http://gngpgckanpur.org/,"Model Town, Near Post office Ludhaina, Punjab 141002"
"Kamal Institute of Higher Education and Advance Technology Contact Number, Address & Location Map, New Delhi","+91-9818427372, +91-9654781214, +91-7982751360",kamalinstitutehighereduation@gmail.com,http://www.kamalinstitute.com,"K-1 Extn, Mohan Garden,  Near Nawada & Dwarka Mor Metro Station,  Uttam Nagar, New Delhi - 110059."
"Sri Aurobindo College Contact Number, Address & Location Map, New Delhi",+91-11-26692986,principal@aurobindo.du.ac.in,http://www.aurobindo.du.ac.in,"Shivalik, Malviya Nagar, New Delhi-110017"
"Smt. Shakuntalabai Dhabekar College Contact Number, Address & Location Map, Washim",07256-224427,ssdmk@rediffmail.com,http://www.ssdmk.in/,"Smt. Shakuntalabai Dhabekara College, Amaravati Road, Karanja Lad, Washim-444105, Maharashtra, India"
"SAMC Patna Contact Number, Address & Location Map, Patna",0612-2672236,samcpatna@hotmail.com,http://www.samcpatna.org/,KazipurRoad No. - 4Patna - 800004
"Sri Aravindar Arts & Science College Contact Number, Address & Location Map, Viluppuram",0413 - 2671671,mailsac@aravindar.com,http://www.aravindar.com/arts/,"Sri Aravindar Arts & Science College, Pondy Mailam Road, Sedarapet Post, Vanur Taluk, Villupuram District - 605 111, Tamil Nadu,  India."
"Sri Atam Vallabh Jain Girls College Contact Number, Address & Location Map, Ganganagar",0154-2463771,avj12@rediffmail.com,http://www.avjain.org/college/index.html,"Shiv Nagar, Sri Ganganagar, Rajasthan 335001, India"
"Sri Bharathi Women Arts and Science College Contact Number, Address & Location Map, Arni",04173-245445,sribharathiarni@gmail.com,http://www.sribharathiarni.com,"Arni - Vellore Main Road, Kunnathur, Arni - 632314."
"Sri Bachchulal Ramdulari Mahavidyalaya Contact Number, Address & Location Map, Sitapur",05863-233607,info@blrdbiswan.org,http://blrdbiswan.org/index1.html,"Shri Bachchulal Ramdulari Mahavidyalaya, Biswan, Sitapur"
"Sri Balamurugan College of Arts & science Contact Number, Address & Location Map, Salem",04298 - 262933,sbmcollege_slmm@yahoo.in,http://www.sbmcollege.com,"Sathappadi, Mecheri Mettur, Salem TamilNadu, India."
"Sri Balaji College of Education (SBCE), Chennai Contact Number, Address & Location Map, Chennai",04173 - 224175,sribalajicoed@yahoo.com,http://www.sbce.in,"A.C.S. Nagar, Arcot Road, Irumbedu, Arni - 632 317. T.V. Malai District."
"Srimathi D.N. Bhat Vaishnav College For Women Contact Number, Address & Location Map, Chennai",044 2265 5450,info.sdnbvc@gmail.com,http://www.sdnbvc.com,"Shanthi Nagar,Chromepet, Chennai,Tamil Nadu India"
"SCAS Perambalur Contact Number, Address & Location Map, Perambalur",04328 - 220672,srinivasan_cas@rediffmail.com,http://www.scaspblr.com/,"Thuraiyur Road, Perambalur – 621212"
"Sri Sarada Niketan College of Science for Women Contact Number, Address & Location Map, Karur",04324-257301,rkt.ssnck@yahoo.co.in,http://www.srisaradaniketankarur.org/,"Sri Saradapuri, Karur - 639 005. TamilNadu."
"Shri S.B. Patel Arts & Shri. R.N. Amin Commerce College Contact Number, Address & Location Map, Nadiad",0268-2585416,info@vasocollege.org,http://www.vasocollege.org/,"Vaso, Nadiad, Kheda, Gujarat-387380, India"
"Sri Vasavi College Contact Number, Address & Location Map, Erode",0424-2533542,svcaided@yahoo.com,http://www.srivasavi.ac.in/,Sri Vasavi College Vasavi College (P.O) Erode – 638 316 Tamil Nadu India
"Sri Devaraj Urs Institute of Management Contact Number, Address & Location Map, Bengaluru",080-27404215,principal.sduim@gmail.com,http://www.sduim.org/,"RL Jalappa Campus, Kodigehalli, Doddaballapur Bangalore Rural - 561203 Karnataka INDIA"
"Shri. Gavisiddeshwar Arts, Science and Commerce College Contact Number, Address & Location Map, Koppal",08539-220214,slmpl205@gmail.com,http://www.sgcollegekoppal.org,"Shri. Gavisiddeshwar Arts, Science and Commerce College, Gavimath Road, Koppal - 583231 Dist: Koppal, Karnataka"
"Sri Shivalingeswara Swamy Government First Grade College Davangere Contact Number, Address & Location Map, Davangere",08189 - 228058,sssgfgcc@gmail.com,https://www.univariety.com/college/Sri-Shivalingeshwara-Swamy-Govt-First-Grade-College/01e0c1e3,"NH 13, Chitradurga Road,Channagiri  Karnataka India"
"Shri Guru Virupaksha Shivacharya Maharaj College Contact Number, Address & Location Map, Beed",02444-247407,gvsmcol@gmail.com,http://www.gvsmcollege.org/home.html,Manur Tq. Shirur (Ka.) Dist. Beed Pin-413249 State- Maharashtra
"Sri Ramalinga Sowdambigai College Of Science And Commerce Contact Number, Address & Location Map, Coimbatore",0422 - 2617877,srscollege1997@yahoo.co.in,http://srscollege.in/,"Vadavalli - Thondamuthur Road, Onappalayam, Coimbatore - 641 109."
"Sri Sharda Group Of Institutions Contact Number, Address & Location Map, Lucknow","+91-9621030000, 8795111171",dean.ssimt@gmail.com,http://www.ssimt.edu.in,Plo No.677 Chadsarai osainganj (Opposite Purvanchal Expressway)
"Shri Govindrao Munghate Arts and Science College Contact Number, Address & Location Map, Gadchiroli",(07139) 245475,vidyakurkheda@rediffmail.com,http://www.sgmunghatecollege.org,"Kurkheda, Distt. Gadchiroli, Maharashtra - 441209"
"SVS Bantwal Contact Number, Address & Location Map, Bantwal",91 8255 233374,svscollegebantwal@yahoo.co.in,http://www.svscbantwal.org,"Bantwal, Dakshina Kannada, Karnataka, India PIN CODE: 574211"
